"data";"mu";"gamma"
2008-09-01;0,359802713787259;-0,255006521775247
2008-10-01;0,463757474575771;-0,105338768856026
2008-11-01;0,44322337990748;0,0770411448660726
2008-12-01;0,369152135136218;0,199958971169526
2009-01-01;0,321324143316678;0,556165055752004
2009-02-01;0,337620208726353;-0,105778858265469
2009-03-01;0,383951854452347;0,179021320809468
2009-04-01;0,366010262165719;0,144892717577821
2009-05-01;0,400782579866099;-0,0220077816533596
2009-06-01;0,419963051958284;-0,275083383889232
2009-07-01;0,471920092314214;-0,219326763542121
2009-08-01;0,416678482911233;-0,232270669380259
2009-09-01;0,341520838922894;-0,19007337352613
2009-10-01;0,229895075995807;-0,126085174094145
2009-11-01;0,214016946886508;0,089239071259125
2009-12-01;0,257472444594668;0,133170583816799
2010-01-01;0,493715990700039;0,598502054928012
2010-02-01;0,610470642937477;-0,0636569587599174
2010-03-01;0,600559611702845;0,203041098203726
2010-04-01;0,513612729835282;0,188339163841764
2010-05-01;0,34683443025114;-0,0315625613382181
2010-06-01;0,239919889323204;-0,328725815128904
2010-07-01;0,199145578674303;-0,306671338093194
2010-08-01;0,25674575325459;-0,245748380104719
2010-09-01;0,439688126774558;-0,142358472035714
2010-10-01;0,593704437006148;-0,113490356452244
2010-11-01;0,691309640446737;0,116601000525816
2010-12-01;0,628099931065341;0,142922069814455
2011-01-01;0,634715694724237;0,593925762557575
2011-02-01;0,583696429526534;-0,069081725632665
2011-03-01;0,563530541404388;0,201399369394001
2011-04-01;0,618073465003746;0,20091963133871
2011-05-01;0,506513527532783;-0,0170439500171122
2011-06-01;0,366659901038951;-0,357751395699135
2011-07-01;0,396532577344676;-0,356971504878253
2011-08-01;0,520769430824877;-0,212883458737799
2011-09-01;0,535045855875868;-0,109808477019144
2011-10-01;0,449766716738571;-0,119601974669175
2011-11-01;0,45618440662574;0,0851547630424819
2011-12-01;0,478106122136302;0,186230824989646
2012-01-01;0,354584548588438;0,564059454837078
2012-02-01;0,338160290759017;-0,0618602715749159
2012-03-01;0,370924342873154;0,229298410423229
2012-04-01;0,404117769604254;0,144010884552477
2012-05-01;0,474555429501795;-0,0151579867634533
2012-06-01;0,482862242398527;-0,320438570417206
2012-07-01;0,566043585307828;-0,367635695912797
2012-08-01;0,61955837781598;-0,222565193415528
2012-09-01;0,613932784860941;-0,11589157950073
2012-10-01;0,550691662704104;-0,088674947308542
2012-11-01;0,463076253092202;0,0620371853318515
2012-12-01;0,465508449868355;0,170027821822053
2013-01-01;0,434298699548589;0,578193804104493
2013-02-01;0,406546018800171;-0,03539433206979
2013-03-01;0,435184981967391;0,254416047805709
2013-04-01;0,422074697455631;0,100107345078955
2013-05-01;0,407517192889903;-0,0392562966804449
2013-06-01;0,458390556719481;-0,249257437916432
2013-07-01;0,367773152626839;-0,391042076652394
2013-08-01;0,434455107400487;-0,254232703739304
2013-09-01;0,473449546570476;-0,144555336451302
2013-10-01;0,552168165707774;-0,0683299067194649
2013-11-01;0,569175029170336;0,0723398257354372
2013-12-01;0,539692569263462;0,138202802427325
2014-01-01;0,493531080130568;0,594392287733533
2014-02-01;0,581917669099106;0,0156077988690625
2014-03-01;0,602041800288253;0,261614842610629
2014-04-01;0,640946263069612;0,0550107782960209
2014-05-01;0,578029430439952;-0,0340058948267857
2014-06-01;0,547803966095443;-0,236363303662579
2014-07-01;0,492056293738018;-0,34833784425679
2014-08-01;0,49637935048208;-0,300492486806603
2014-09-01;0,575602273512382;-0,157416412693685
2014-10-01;0,556340199449853;-0,0738173885171197
2014-11-01;0,609074824823357;0,0652494110083735
2014-12-01;0,696089919140557;0,0968008925709546
2015-01-01;0,84276924086387;0,664725283369202
2015-02-01;0,91443497470178;0,0339479425768403
2015-03-01;0,965770463993716;0,277759965784814
2015-04-01;0,81624173672178;-0,0316049706043639
2015-05-01;0,806804914044402;-0,0124838337604661
2015-06-01;0,899571066731617;-0,233939124037944
